id,galaxySentiment,iphoneSentiment
5774,0,0
5775,0,0
5776,0,0
5777,-10,-10
5778,0,0
5779,0,10
5780,33,32
5781,0,-20
5782,0,0
5783,0,0
5784,0,0
5785,0,0
5786,0,0
5787,0,0
5788,0,0
5789,2,0
5790,0,0
5791,0,0
5792,0,0
5793,0,0
5794,0,0
5795,0,0
5796,0,10
5797,0,0
5798,0,0
5799,1,1
5800,30,0
5801,10,10
5802,0,-10
5803,0,0
5804,0,-9
5805,-10,-10
5806,-26,0
5807,0,0
5808,0,0
5809,0,0
5810,0,0
5811,0,30
5812,10,10
5813,0,30
5814,11,11
5815,0,-20
5816,0,0
5817,0,10
5818,0,0
5819,30,0
5820,0,0
5821,0,11
5822,0,0
5823,0,0
5824,0,1
5825,0,-10
5826,0,0
5827,1,0
5828,0,-10
5829,0,10
5830,0,0
5831,0,10
5832,-56,0
5833,10,10
5834,0,0
5835,70,0
5836,0,0
5837,0,-10
5838,0,0
5839,0,10
5840,0,0
5841,0,-10
5842,0,0
5843,1,1
5844,0,0
5845,0,0
5846,0,0
5847,0,0
5848,10,10
5849,-30,0
5850,0,0
5851,0,0
5852,0,0
5853,0,0
5854,0,1
5855,0,10
5856,0,0
5857,0,0
5858,0,10
5859,20,0
5860,0,0
5861,0,0
5862,0,30
5863,0,10
5864,0,20
5865,0,0
5866,0,0
5867,2,0
5868,10,10
5869,60,0
5870,0,40
5871,0,0
5872,0,10
5873,0,-10
5874,0,10
5875,52,10
5876,0,-10
5877,40,0
5878,-10,0
5879,0,0
5880,3,0
5881,0,-20
5882,0,0
5883,0,0
5884,0,0
5885,0,0
5886,0,1
5887,82,0
5888,0,0
5889,0,1
5890,0,0
5891,0,10
5892,0,0
5893,40,0
5894,-20,-30
5895,-15,0
5896,0,11
5897,0,0
5898,0,0
5899,0,0
5900,0,0
5901,0,10
5902,0,0
5903,0,0
5904,-37,0
5905,0,0
5906,0,0
5907,0,0
5908,-9,-10
5909,2,0
5910,0,0
5911,0,0
5912,0,0
5913,0,0
5914,0,1
5915,0,1
5916,0,10
5917,0,0
5918,-19,0
5919,0,0
5920,0,0
5921,0,10
5922,0,10
5923,0,0
5924,0,0
5925,0,0
5926,0,0
5927,0,0
5928,0,0
5929,-27,0
5930,0,1
5931,0,0
5932,0,0
5933,0,0
5934,0,-10
5935,0,-10
5936,0,0
5937,0,0
5938,0,0
5939,0,20
5940,0,0
5941,0,-10
5942,0,0
5943,0,0
5944,0,0
5945,8,0
5946,0,0
5947,0,0
5948,0,51
5949,0,1
5950,0,0
5951,0,0
5952,0,0
5953,0,60
5954,0,0
5955,0,0
5956,0,0
5957,10,0
5958,0,21
5959,0,0
5960,0,0
5961,0,0
5962,10,0
5963,0,0
5964,1,0
5965,-30,0
5966,0,10
5967,0,0
5968,0,0
5969,0,-40
5970,0,-8
5971,0,0
5972,0,0
5973,0,0
5974,0,0
5975,0,10
5976,60,0
5977,0,10
5978,0,0
5979,10,3
5980,40,0
5981,0,0
5982,1,0
5983,0,3
5984,0,-10
5985,0,11
5986,12,12
5987,0,0
5988,0,10
5989,10,0
5990,10,0
5991,0,0
5992,0,0
5993,0,10
5994,0,0
5995,0,0
5996,0,0
5997,0,-19
5998,0,0
5999,10,0
6000,0,10
6001,41,0
6002,0,-10
6003,0,0
6004,0,0
6005,0,10
6006,0,0
6007,0,30
6008,0,0
6009,0,10
6010,0,20
6011,0,0
6012,0,0
6013,0,0
6014,0,0
6015,0,0
6016,0,0
6017,40,0
6018,10,0
6019,0,0
6020,0,0
6021,0,-10
6022,0,0
6023,10,0
6024,0,0
6025,40,0
6026,0,-10
6027,0,0
6028,-10,0
6029,0,0
6030,0,0
6031,0,0
6032,0,10
6033,0,0
6034,0,0
6035,0,10
6036,0,-20
6037,0,-10
6038,0,20
6039,0,-10
6040,0,0
6041,0,0
6042,-19,-19
6043,0,22
6044,0,2
6045,-9,0
6046,-30,0
6047,0,0
6048,10,0
6049,0,0
6050,0,30
6051,0,0
6052,0,1
6053,0,0
6054,0,20
6055,0,20
6056,-30,0
6057,0,1
6058,0,0
6059,0,0
6060,0,0
6061,0,11
6062,0,10
6063,0,1
6064,0,0
6065,0,0
6066,30,30
6067,0,0
6068,0,-10
6069,0,0
6070,10,0
6071,0,0
6072,-30,0
6073,0,0
6074,0,-10
6075,0,0
6076,10,0
6077,0,0
6078,0,-20
6079,0,-9
6080,0,0
6081,0,0
6082,0,0
6083,0,-10
6084,0,0
6085,0,0
6086,0,13
6087,1,0
6088,0,0
6089,10,0
6090,30,0
6091,0,0
6092,0,0
6093,0,-10
6094,0,10
6095,0,10
6096,0,0
6097,0,1
6098,0,0
6099,1,0
6100,0,10
6101,0,0
6102,0,0
6103,0,0
6104,0,0
6105,0,0
6106,0,0
6107,0,0
6108,0,0
6109,0,0
6110,0,31
6111,2,0
6112,0,10
6113,0,0
6114,-76,-76
6115,0,2
6116,0,0
6117,-30,0
6118,50,50
6119,0,0
6120,0,0
6121,0,0
6122,0,10
6123,0,0
6124,0,0
6125,-9,0
6126,0,0
6127,320,320
6128,0,1
6129,40,0
6130,0,0
6131,0,0
6132,0,1
6133,0,0
6134,0,0
6135,0,0
6136,0,0
6137,0,1
6138,10,0
6139,0,0
6140,0,1
6141,0,0
6142,-23,-23
6143,0,0
6144,6,0
6145,0,0
6146,0,0
6147,0,10
6148,0,0
6149,0,30
6150,0,0
6151,0,0
6152,-30,0
6153,0,0
6154,0,0
6155,0,10
6156,350,350
6157,0,10
6158,0,0
6159,-27,0
6160,20,20
6161,0,0
6162,0,0
6163,0,0
6164,-100,-100
6165,0,0
6166,0,10
6167,0,0
6168,20,0
6169,0,0
6170,0,0
6171,40,0
6172,0,0
6173,0,0
6174,0,0
6175,0,0
6176,0,0
6177,0,0
6178,0,20
6179,2,0
6180,0,0
6181,0,0
6182,0,0
6183,0,0
6184,0,0
6185,0,0
6186,0,40
6187,0,0
6188,0,0
6189,0,10
6190,0,0
6191,0,0
6192,0,0
6193,0,0
6194,0,0
6195,0,10
6196,0,0
6197,0,0
6198,0,-20
6199,0,0
6200,0,0
6201,0,0
6202,-10,0
6203,0,40
6204,0,0
6205,0,0
6206,0,0
6207,0,-20
6208,0,0
6209,0,21
6210,0,0
6211,0,10
6212,0,0
6213,-20,-20
6214,0,0
6215,0,0
6216,0,10
6217,0,0
6218,0,0
6219,0,11
6220,0,0
6221,0,0
6222,0,0
6223,0,0
6224,0,10
6225,0,0
6226,30,0
6227,0,0
6228,0,0
6229,0,11
6230,0,0
6231,0,0
6232,0,-40
6233,0,0
6234,0,10
6235,0,0
6236,0,0
6237,0,0
6238,0,0
6239,0,0
6240,0,-10
6241,0,0
6242,0,0
6243,0,0
6244,0,0
6245,0,0
6246,20,20
6247,-39,0
6248,0,0
6249,0,0
6250,0,0
6251,0,23
6252,0,0
6253,0,1
6254,0,0
6255,0,0
6256,0,0
6257,0,0
6258,0,0
6259,0,0
6260,0,0
6261,0,0
6262,0,0
6263,2,2
6264,0,0
6265,30,0
6266,0,0
6267,0,0
6268,0,0
6269,0,0
6270,0,0
6271,0,30
6272,0,0
6273,0,1
6274,0,0
6275,0,0
6276,0,40
6277,0,1
6278,0,-20
6279,0,42
6280,10,0
6281,0,0
6282,0,0
6283,0,0
6284,30,0
6285,0,66
6286,0,0
6287,0,1
6288,0,0
6289,0,10
6290,0,110
6291,0,43
6292,0,0
6293,0,0
6294,0,-20
6295,0,10
6296,0,0
6297,0,-10
6298,0,0
6299,0,0
6300,0,-40
6301,0,0
6302,0,0
6303,0,0
6304,0,0
6305,0,0
6306,0,-10
6307,-10,0
6308,5,0
6309,0,0
6310,0,-10
6311,0,0
6312,0,0
6313,0,0
6314,0,-10
6315,0,0
6316,0,10
6317,0,0
6318,0,0
6319,0,0
6320,0,4
6321,0,0
6322,0,0
6323,0,0
6324,0,0
6325,0,0
6326,0,0
6327,0,-19
6328,0,0
6329,0,0
6330,0,3
6331,0,0
6332,0,0
6333,0,-10
6334,0,1
6335,0,0
6336,0,0
6337,0,0
6338,0,1
6339,0,0
6340,0,70
6341,0,0
6342,0,0
6343,0,11
6344,0,0
6345,0,0
6346,0,0
6347,0,0
6348,6,0
6349,0,0
6350,0,-10
6351,0,0
6352,0,0
6353,0,0
6354,0,43
6355,0,0
6356,0,0
6357,0,0
6358,0,-60
6359,0,0
6360,0,0
6361,0,0
6362,0,0
6363,0,0
6364,0,1
6365,0,0
6366,0,0
6367,0,-20
6368,0,0
6369,0,0
6370,0,1
6371,0,1
6372,0,0
6373,0,10
6374,0,0
6375,0,35
6376,0,20
6377,0,0
6378,0,0
6379,0,0
6380,0,10
6381,0,0
6382,0,0
6383,0,1
6384,20,0
6385,0,0
6386,0,0
6387,0,0
6388,0,-10
6389,0,-10
6390,0,0
6391,0,0
6392,0,0
6393,0,11
6394,0,30
6395,0,0
6396,0,20
6397,0,-10
6398,0,43
6399,0,0
6400,0,1
6401,0,30
6402,0,10
6403,0,1
6404,0,0
6405,0,0
6406,0,0
6407,0,0
6408,0,0
6409,0,0
6410,0,-20
6411,0,0
6412,0,0
6413,0,1
6414,0,0
6415,0,1
6416,0,-10
6417,0,10
6418,0,0
6419,0,10
6420,0,0
6421,0,0
6422,0,1
6423,0,1
6424,0,0
6425,0,0
6426,0,0
6427,0,0
6428,0,0
6429,0,0
6430,0,0
6431,0,1
6432,0,1
6433,0,0
6434,0,0
6435,0,10
6436,0,0
6437,0,20
6438,0,0
6439,0,0
6440,0,0
6441,0,0
6442,0,0
6443,0,0
6444,0,-19
6445,0,0
6446,0,0
6447,0,0
6448,0,1
6449,0,0
6450,0,0
6451,0,-30
6452,0,0
6453,0,0
6454,0,-10
6455,0,-10
6456,0,0
6457,0,1
6458,0,23
6459,0,1
6460,0,0
6461,10,10
6462,0,0
6463,0,0
6464,0,0
6465,0,10
6466,0,-10
6467,0,0
6468,0,0
6469,0,0
6470,0,30
6471,0,0
6472,0,0
6473,0,0
6474,0,0
6475,0,0
6476,0,-10
6477,0,0
6478,0,0
6479,0,0
6480,0,0
6481,0,0
6482,0,1
6483,0,0
6484,-10,0
6485,0,10
6486,0,0
6487,0,0
6488,0,0
6489,0,0
6490,0,0
6491,0,11
6492,0,0
6493,0,0
6494,0,10
6495,0,1
6496,10,0
6497,0,41
6498,0,0
6499,0,-10
6500,0,0
6501,0,0
6502,-20,-30
6503,0,0
6504,0,-10
6505,0,0
6506,0,-10
6507,0,1
6508,0,0
6509,0,0
6510,0,2
6511,0,0
6512,0,-19
6513,0,0
6514,0,0
6515,0,41
6516,0,11
6517,0,20
6518,0,10
6519,0,0
6520,10,10
6521,0,0
6522,0,0
6523,0,0
6524,0,1
6525,0,0
6526,0,0
6527,0,0
6528,0,0
6529,0,0
6530,0,0
6531,0,0
6532,0,0
6533,0,0
6534,0,110
6535,0,10
6536,0,0
6537,0,0
6538,0,-10
6539,0,0
6540,10,10
6541,0,0
6542,0,0
6543,0,10
6544,0,0
6545,-9,0
6546,0,0
6547,0,0
6548,0,0
6549,0,0
6550,0,0
6551,0,1
6552,0,0
6553,0,10
6554,0,0
6555,0,0
6556,0,0
6557,0,0
6558,0,0
6559,40,0
6560,0,0
6561,0,0
6562,0,-9
6563,0,1
6564,0,-10
6565,0,1
6566,0,0
6567,0,0
6568,0,0
6569,0,0
6570,0,0
6571,0,-10
6572,0,0
6573,-30,0
6574,0,0
6575,0,0
6576,0,0
6577,0,-10
6578,0,0
6579,22,22
6580,0,0
6581,0,1
6582,0,-10
6583,0,0
6584,0,0
6585,0,0
6586,90,0
6587,0,0
6588,0,0
6589,0,0
6590,0,0
6591,0,0
6592,0,0
6593,0,0
6594,0,0
6595,0,0
6596,0,0
6597,0,0
6598,4,0
6599,0,0
6600,0,0
6601,0,0
6602,0,0
6603,0,0
6604,0,0
6605,0,0
6606,0,0
6607,0,0
6608,0,0
6609,0,0
6610,0,0
6611,0,0
6612,-33,0
6613,0,0
6614,0,-10
6615,0,0
6616,0,0
6617,0,-10
6618,0,0
6619,0,0
6620,0,10
6621,0,0
6622,0,0
6623,0,0
6624,0,11
6625,10,10
6626,0,0
6627,0,-10
6628,0,-10
6629,0,19
6630,0,-17
6631,0,23
6632,0,0
6633,0,10
6634,0,1
6635,0,0
6636,0,0
6637,0,20
6638,0,0
6639,0,0
6640,0,0
6641,0,0
6642,0,40
6643,0,0
6644,0,0
6645,-28,-28
6646,2,2
6647,0,-10
6648,0,0
6649,0,33
6650,0,0
6651,0,20
6652,0,0
6653,0,0
6654,0,20
6655,0,0
6656,0,0
6657,24,24
6658,0,0
6659,0,10
6660,0,0
6661,20,20
6662,0,0
6663,0,0
6664,0,0
6665,0,0
6666,0,0
6667,0,0
6668,0,1
6669,0,0
6670,0,0
6671,0,0
6672,0,0
6673,0,0
6674,30,30
6675,0,0
6676,0,31
6677,0,23
6678,0,0
6679,0,40
6680,0,0
6681,0,0
6682,0,110
6683,0,0
6684,0,0
6685,0,-10
6686,0,0
6687,0,10
6688,0,-30
6689,0,0
6690,0,0
6691,0,0
6692,0,0
6693,0,-20
6694,0,0
6695,-29,-29
6696,32,32
6697,0,-10
6698,0,0
6699,0,-70
6700,0,0
6701,0,-40
6702,0,0
6703,0,0
6704,0,1
6705,570,570
6706,0,0
6707,0,1
6708,0,20
6709,0,0
6710,0,0
6711,0,0
6712,0,0
6713,0,0
6714,0,0
6715,0,-20
6716,0,-18
6717,0,0
6718,0,163
6719,0,-10
6720,37,37
6721,0,0
6722,0,60
6723,0,2
6724,1,0
6725,0,-10
6726,0,42
6727,0,0
6728,0,10
6729,0,0
6730,0,-20
6731,0,-38
6732,0,0
6733,0,0
6734,0,0
6735,0,0
6736,0,10
6737,100,100
6738,0,0
6739,0,0
6740,0,24
6741,0,0
6742,0,-20
6743,0,-20
6744,0,42
6745,0,0
6746,0,3
6747,0,1
6748,0,0
6749,0,0
6750,0,-10
6751,0,0
6752,0,-20
6753,0,7
6754,0,-20
6755,0,2
6756,0,5
6757,0,0
6758,0,0
6759,0,51
6760,-160,-160
6761,0,0
6762,0,0
6763,0,332
6764,0,0
6765,0,0
6766,0,0
6767,0,10
6768,0,0
6769,0,4
6770,-76,-76
6771,0,20
6772,0,-38
6773,0,1
6774,10,0
6775,0,0
6776,0,-18
6777,0,-20
6778,0,0
6779,0,0
6780,0,5
6781,0,30
6782,0,0
6783,0,0
6784,0,-50
6785,0,1
6786,0,0
6787,0,0
6788,0,0
6789,0,0
6790,0,0
6791,0,0
6792,0,0
6793,0,10
6794,0,64
6795,0,0
6796,0,0
6797,0,0
6798,0,0
6799,0,10
6800,0,0
6801,0,0
6802,0,70
6803,0,0
6804,0,1
6805,0,11
6806,0,0
6807,0,-10
6808,0,-20
6809,0,0
6810,0,0
6811,0,-10
6812,0,0
6813,0,0
6814,0,0
6815,0,-10
6816,0,2
6817,0,0
6818,0,4
6819,0,1
6820,0,1
6821,0,113
6822,0,0
6823,0,0
6824,0,10
6825,0,0
6826,0,11
6827,0,60
6828,0,0
6829,0,-10
6830,0,-10
6831,0,0
6832,0,0
6833,0,0
6834,0,0
6835,0,0
6836,0,0
6837,0,0
6838,0,0
6839,1,0
6840,0,2
6841,0,42
6842,0,21
6843,0,1
6844,0,0
6845,0,0
6846,0,5
6847,0,0
6848,0,0
6849,0,1
6850,0,16
6851,0,0
6852,0,0
6853,0,-10
6854,0,0
6855,0,0
6856,60,0
6857,0,30
6858,0,0
6859,0,0
6860,0,0
6861,0,0
6862,0,-10
6863,0,0
6864,20,-80
6865,0,-10
6866,0,0
6867,0,0
6868,0,30
6869,0,0
6870,0,0
6871,0,-9
6872,0,0
6873,60,0
6874,0,0
6875,0,0
6876,0,0
6877,0,5
6878,0,10
6879,0,0
6880,0,0
6881,0,0
6882,0,0
6883,0,10
6884,-10,-10
6885,0,0
6886,0,0
6887,0,1
6888,0,2
6889,0,40
6890,0,0
6891,0,0
6892,0,10
6893,-10,0
6894,0,10
6895,0,0
6896,0,-18
6897,0,31
6898,0,0
6899,0,0
6900,0,0
6901,0,120
6902,0,0
6903,0,0
6904,0,21
6905,0,0
6906,0,100
6907,0,-20
6908,0,6
6909,0,0
6910,0,-10
6911,0,0
6912,0,-10
6913,0,30
6914,0,-50
6915,0,-20
6916,0,0
6917,0,0
6918,0,0
6919,0,0
6920,0,2
6921,10,10
6922,0,10
6923,0,0
6924,0,-20
6925,0,0
6926,0,0
6927,0,3
6928,0,0
6929,0,0
6930,0,-10
6931,0,0
6932,0,0
6933,-10,-10
6934,-10,-10
6935,0,0
6936,0,0
6937,0,0
6938,0,0
6939,0,0
6940,0,0
6941,0,0
6942,0,0
6943,0,0
6944,0,10
6945,0,1
6946,0,0
6947,0,0
6948,0,-10
6949,0,0
6950,0,0
6951,0,0
6952,0,0
6953,0,0
6954,0,0
6955,-29,-29
6956,0,0
6957,0,-10
6958,0,0
6959,0,0
6960,11,11
6961,10,10
6962,0,0
6963,0,0
6964,0,0
6965,0,0
6966,0,0
6967,11,11
6968,0,0
6969,0,10
6970,0,0
6971,0,0
6972,0,-10
6973,0,1
6974,0,0
6975,-28,-28
6976,0,-30
6977,0,0
6978,0,0
6979,0,0
6980,0,0
6981,0,0
6982,0,92
6983,0,0
6984,0,0
6985,0,0
6986,0,0
6987,0,1
6988,0,0
6989,0,1
6990,0,-19
6991,0,0
6992,24,24
6993,0,0
6994,0,0
6995,0,-10
6996,0,0
6997,0,0
6998,0,0
6999,0,10
7000,0,10
7001,0,0
7002,0,0
7003,0,0
7004,0,0
7005,0,20
7006,30,30
7007,0,0
7008,0,0
7009,0,0
7010,0,0
7011,0,3
7012,0,0
7013,0,0
7014,0,0
7015,0,0
7016,0,0
7017,0,0
7018,0,20
7019,40,0
7020,0,0
7021,0,-10
7022,0,11
7023,20,10
7024,0,0
7025,0,0
7026,0,0
7027,40,0
7028,0,-10
7029,0,0
7030,0,0
7031,0,0
7032,0,1
7033,0,0
7034,0,0
7035,0,0
7036,10,0
7037,0,0
7038,0,-20
7039,0,0
7040,-40,0
7041,0,0
7042,0,1
7043,0,0
7044,-10,0
7045,0,0
7046,0,-10
7047,-40,0
7048,0,0
7049,0,0
7050,0,10
7051,0,10
7052,0,0
7053,0,0
7054,0,40
7055,0,0
7056,0,0
7057,0,10
7058,0,0
7059,0,0
7060,0,-50
7061,30,0
7062,0,0
7063,0,11
7064,-30,-30
7065,0,-10
7066,0,0
7067,0,20
7068,0,-10
7069,0,0
7070,0,0
7071,0,0
7072,30,0
7073,0,0
7074,0,8
7075,0,0
7076,1,0
7077,0,0
7078,0,10
7079,10,10
7080,0,2
7081,10,0
7082,1,0
7083,0,10
7084,0,1
7085,0,-10
7086,0,21
7087,0,0
7088,0,43
7089,0,0
7090,-10,0
7091,0,3
7092,0,0
7093,0,-29
7094,-10,0
7095,0,10
7096,0,20
7097,0,-20
7098,10,10
7099,0,0
7100,-10,0
7101,-10,0
7102,0,7
7103,0,0
7104,0,-20
7105,0,0
7106,0,0
7107,0,1
7108,0,0
7109,0,0
7110,0,0
7111,0,-10
7112,0,0
7113,0,0
7114,0,0
7115,0,2
7116,0,0
7117,0,-20
7118,0,0
7119,0,10
7120,20,20
7121,0,0
7122,0,0
7123,0,0
7124,0,0
7125,0,0
7126,0,21
7127,0,0
7128,0,10
7129,0,0
7130,0,0
7131,0,0
7132,0,2
7133,0,0
7134,0,0
7135,10,10
7136,0,0
7137,0,0
7138,0,0
7139,0,0
7140,0,2
7141,0,10
7142,0,-10
7143,0,0
7144,0,0
7145,0,0
7146,0,0
7147,0,0
7148,0,11
7149,0,-10
7150,0,0
7151,0,10
7152,0,-19
7153,0,7
7154,0,0
7155,0,0
7156,0,0
7157,0,1
7158,0,0
7159,0,-10
7160,0,0
7161,0,1
7162,0,0
7163,10,10
7164,0,0
7165,0,0
7166,0,0
7167,0,0
7168,0,0
7169,0,0
7170,0,0
7171,0,30
7172,0,-10
7173,0,-10
7174,0,0
7175,0,0
7176,0,0
7177,0,20
7178,0,0
7179,0,20
7180,0,0
7181,0,0
7182,0,10
7183,0,0
7184,0,-10
7185,0,0
7186,0,10
7187,0,0
7188,0,0
7189,0,10
7190,0,0
7191,0,0
7192,0,0
7193,0,0
7194,0,0
7195,0,10
7196,0,0
7197,0,40
7198,0,1
7199,0,0
7200,0,-10
7201,0,0
7202,0,0
7203,0,0
7204,0,0
7205,0,0
7206,0,-20
7207,0,-10
7208,0,111
7209,0,0
7210,0,41
7211,0,0
7212,0,0
7213,0,-10
7214,0,0
7215,0,20
7216,0,0
7217,0,0
7218,0,10
7219,0,0
7220,0,0
7221,0,10
7222,0,-10
7223,0,0
7224,0,1
7225,0,-10
7226,0,-20
7227,0,0
7228,0,0
7229,0,1
7230,0,20
7231,0,-10
7232,0,0
7233,0,0
7234,0,10
7235,0,0
7236,0,10
7237,0,0
7238,0,10
7239,0,0
7240,0,0
7241,0,3
7242,0,21
7243,0,40
7244,0,-9
7245,0,0
7246,0,0
7247,0,0
7248,-18,-18
7249,0,0
7250,0,30
7251,0,0
7252,0,0
7253,0,0
7254,0,-10
7255,0,0
7256,0,0
7257,0,1
7258,0,-20
7259,0,0
7260,0,10
7261,0,2
7262,0,0
7263,0,20
7264,0,0
7265,0,10
7266,0,0
7267,0,4
7268,0,0
7269,0,1
7270,20,0
7271,0,-40
7272,0,0
7273,0,10
7274,0,1
7275,0,1
7276,0,10
7277,0,0
7278,0,60
7279,0,0
7280,0,0
7281,0,60
7282,20,20
7283,0,-20
7284,0,1
7285,0,-30
7286,0,-10
7287,0,20
7288,-10,0
7289,0,0
7290,0,0
7291,20,0
7292,0,-10
7293,0,0
7294,0,0
7295,-29,-29
7296,0,-10
7297,0,10
7298,0,0
7299,0,1
7300,0,0
7301,0,10
7302,0,0
7303,0,0
7304,0,0
7305,0,0
7306,0,0
7307,0,0
7308,20,0
7309,0,10
7310,0,-10
7311,0,1
7312,10,0
7313,0,0
7314,10,10
7315,0,0
7316,0,10
7317,0,0
7318,0,1
7319,0,0
7320,0,0
7321,0,3
7322,0,0
7323,0,0
7324,0,10
7325,-9,0
7326,0,-10
7327,0,0
7328,-10,0
7329,0,0
7330,-28,-28
7331,0,10
7332,0,0
7333,0,0
7334,0,0
7335,2,2
7336,-10,0
7337,0,0
7338,-29,0
7339,0,1
7340,0,21
7341,0,0
7342,0,0
7343,0,0
7344,0,10
7345,24,24
7346,0,0
7347,0,0
7348,0,0
7349,0,10
7350,0,0
7351,0,0
7352,10,0
7353,0,0
7354,0,0
7355,0,0
7356,2,0
7357,0,41
7358,0,0
7359,30,30
7360,0,1
7361,0,0
7362,0,0
7363,0,0
7364,0,0
7365,0,0
7366,0,0
7367,0,0
7368,0,20
7369,0,7
7370,0,-10
7371,0,0
7372,0,0
7373,0,0
7374,0,1
7375,0,0
7376,0,0
7377,0,0
7378,-20,0
7379,0,1
7380,0,0
7381,0,0
7382,0,0
7383,0,0
7384,0,0
7385,0,0
7386,0,-20
7387,0,0
7388,0,0
7389,0,0
7390,0,0
7391,0,0
7392,0,1
7393,0,4
7394,0,0
7395,30,0
7396,0,1
7397,0,0
7398,0,0
7399,0,0
7400,0,-10
7401,0,-9
7402,0,0
7403,0,0
7404,0,0
7405,0,0
7406,0,0
7407,1,0
7408,0,0
7409,0,0
7410,0,0
7411,0,0
7412,10,10
7413,0,0
7414,0,100
7415,0,0
7416,0,11
7417,0,0
7418,0,0
7419,0,0
7420,0,0
7421,0,0
7422,0,0
7423,-10,0
7424,0,0
7425,10,0
7426,0,0
7427,0,0
7428,0,0
7429,0,0
7430,0,0
7431,0,0
7432,0,0
7433,0,140
7434,0,0
7435,0,0
7436,0,0
7437,0,11
7438,0,0
7439,40,0
7440,-10,0
7441,0,0
7442,0,0
7443,0,0
7444,0,3
7445,0,-120
7446,5,0
7447,0,1
7448,20,0
7449,0,10
7450,0,0
7451,0,0
7452,0,0
7453,0,40
7454,0,0
7455,0,0
7456,0,42
7457,0,0
7458,0,0
7459,0,0
7460,0,10
7461,-40,0
7462,0,0
7463,0,0
7464,0,0
7465,0,40
7466,0,0
7467,0,20
7468,0,-40
7469,2,0
7470,0,10
7471,0,0
7472,0,-10
7473,0,1
7474,0,1
7475,40,0
7476,0,-10
7477,0,0
7478,0,0
7479,0,0
7480,0,0
7481,0,0
7482,10,0
7483,0,101
7484,20,0
7485,0,20
7486,-7,0
7487,0,0
7488,0,0
7489,0,4
7490,0,130
7491,0,-10
7492,0,-30
7493,30,0
7494,0,20
7495,0,23
7496,0,0
7497,0,0
7498,0,0
7499,0,1
7500,0,1
7501,-10,0
7502,2,0
7503,0,0
7504,0,3
7505,0,10
7506,20,0
7507,0,0
7508,0,0
7509,0,0
7510,0,11
7511,0,0
7512,0,1
7513,0,90
7514,0,10
7515,-23,0
7516,0,0
7517,0,-19
7518,0,0
7519,0,0
7520,-7,0
7521,0,0
7522,0,-30
7523,-40,0
7524,0,12
7525,0,0
7526,0,-50
7527,0,0
7528,0,45
7529,0,10
7530,0,0
7531,0,40
7532,0,0
7533,0,1
7534,0,0
7535,0,0
7536,0,0
7537,0,0
7538,0,0
7539,20,0
7540,21,0
7541,40,0
7542,0,0
7543,0,0
7544,0,0
7545,10,0
7546,-15,0
7547,0,2
7548,0,0
7549,0,0
7550,0,0
7551,0,0
7552,0,0
7553,0,0
7554,0,0
7555,0,10
7556,0,0
7557,0,72
7558,0,0
7559,0,0
7560,0,0
7561,-30,0
7562,-45,0
7563,0,-10
7564,0,0
7565,73,0
7566,0,0
7567,0,-20
7568,0,0
7569,0,40
7570,0,11
7571,0,10
7572,0,-20
7573,0,0
7574,0,-20
7575,0,-10
7576,4,0
7577,0,10
7578,40,0
7579,0,0
7580,0,0
7581,0,0
7582,10,0
7583,0,0
7584,0,0
7585,0,0
7586,0,0
7587,0,-40
7588,0,0
7589,0,0
7590,0,2
7591,0,0
7592,0,0
7593,0,0
7594,60,0
7595,4,0
7596,12,0
7597,4,0
7598,0,0
7599,0,0
7600,50,0
7601,0,1
7602,0,0
7603,10,0
7604,0,-10
7605,0,0
7606,0,23
7607,0,0
7608,0,0
7609,0,-10
7610,0,0
7611,0,11
7612,30,0
7613,0,0
7614,0,0
7615,0,0
7616,0,-10
7617,-27,0
7618,60,0
7619,0,0
7620,0,0
7621,6,0
7622,0,0
7623,0,-10
7624,0,0
7625,0,0
7626,0,0
7627,-43,0
7628,0,-10
7629,-10,0
7630,-10,0
7631,0,-20
7632,0,0
7633,0,0
7634,0,0
7635,0,1
7636,0,0
7637,-160,-160
7638,0,0
7639,0,-20
7640,0,0
7641,0,0
7642,2,0
7643,0,-60
7644,0,0
7645,-38,0
7646,2,0
7647,0,0
7648,20,0
7649,0,0
7650,0,0
7651,0,0
7652,0,10
7653,0,0
7654,0,0
7655,0,0
7656,0,0
7657,0,0
7658,-76,-76
7659,0,0
7660,0,0
7661,0,-9
7662,10,0
7663,0,31
7664,0,2
7665,0,0
7666,-19,0
7667,0,0
7668,0,0
7669,-16,0
7670,0,0
7671,0,0
7672,0,0
7673,0,0
7674,0,-10
7675,-10,0
7676,570,570
7677,0,0
7678,0,0
7679,0,0
7680,10,0
7681,0,3
7682,0,0
7683,5,0
7684,41,0
7685,0,0
7686,0,0
7687,0,0
7688,0,-10
7689,0,0
7690,0,0
7691,0,1
7692,37,37
7693,0,0
7694,10,0
7695,0,10
7696,0,0
7697,0,0
7698,0,0
7699,0,0
7700,-29,0
7701,0,-6
7702,0,1
7703,30,0
7704,-30,0
7705,-38,0
7706,0,31
7707,0,0
7708,0,0
7709,0,0
7710,0,31
7711,100,100
7712,0,0
7713,0,0
7714,0,40
7715,0,0
7716,50,0
7717,40,0
7718,0,0
7719,60,0
7720,0,0
7721,0,0
7722,0,83
7723,0,40
7724,0,0
7725,2,0
7726,0,0
7727,0,10
